CID,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
61293,59.428571429,48.734693878,1.0,16.714285714,11.93877551,1.1836734694,2.2040816327,6.5714285714,4.7346938776,7.2040816327,6.6326530612,4.0204081633,7.7142857143,5.0612244898,12.346938776,1.612244898,1.7346938776,2.6734693878,5.7346938776,11.244897959,13.265306122
61331,63.627906977,40.854166667,1.5833333333,11.875,1.3541666667,1.3125,1.1458333333,7.625,4.8541666667,5.0208333333,5.2708333333,6.1041666667,6.8333333333,12.354166667,6.3541666667,12.895833333,4.25,0.97916666667,4.6458333333,14.479166667,22.833333333
61670,40.736842105,46.714285714,15.452380952,4.4285714286,0.0,0.0,6.2857142857,8.5714285714,2.4523809524,5.7142857143,6.4047619048,3.3095238095,7.8333333333,9.880952381,5.0476190476,0.57142857143,2.4761904762,3.3571428571,0.19047619048,2.0952380952,3.0714285714
61771,54.1429,49.0625,1.1042,16.7083,3.875,0.0208,0.0208,12.0625,11.5417,3.0417,3.5833,9.0833,5.3125,4.75,1.0,,2.2917,2.4375,5.5625,9.8542,
62444,92.0625,4.2916666667,0.041666666667,1.2291666667,1.4791666667,10.354166667,8.375,5.9166666667,3.0833333333,34.333333333,6.7916666667,9.1458333333,4.8958333333,13.875,13.520833333,11.958333333,50.9375,2.1041666667,2.0,1.0416666667,8.2916666667
89440,29.066666667,68.782608696,1.2826086957,27.434782609,4.5652173913,0.021739130435,1.0869565217,5.0217391304,4.9130434783,2.8913043478,0.63043478261,2.8695652174,5.6086956522,9.3043478261,0.21739130435,3.1739130435,4.2826086957,3.9347826087,6.7173913043,30.413043478,11.282608696
440967,30.413793103,49.591836735,0.020408163265,8.1224489796,1.6734693878,0.020408163265,0.81632653061,11.265306122,11.551020408,5.306122449,2.7142857143,8.8979591837,10.918367347,2.0204081633,0.44897959184,8.4489795918,3.7959183673,12.06122449,10.306122449,7.8979591837,31.87755102
444972,18.833333333,37.428571429,0.2619047619,6.0476190476,2.2380952381,0.19047619048,1.9047619048,5.6904761905,1.4761904762,18.857142857,5.0714285714,4.0238095238,4.5714285714,8.9047619048,8.3571428571,3.8095238095,4.9523809524,5.619047619,1.5238095238,3.4761904762,11.19047619
520296,32.865671642,44.701492537,1.2835820896,9.2686567164,3.4179104478,1.4179104478,4.1194029851,3.1044776119,3.5820895522,9.223880597,6.3134328358,6.671641791,6.2985074627,9.4925373134,5.9253731343,7.9701492537,2.0895522388,3.9701492537,1.7014925373,6.7910447761,9.6417910448
556940,68.153846154,19.354166667,1.625,0.020833333333,0.020833333333,6.2708333333,10.6875,6.2916666667,2.5625,10.729166667,31.520833333,7.5416666667,6.7083333333,12.770833333,9.5416666667,7.4375,7.8958333333,3.8333333333,3.5416666667,0.52083333333,15.645833333
565690,33.815789474,57.631578947,2.4210526316,21.578947368,6.6578947368,1.5263157895,5.0263157895,5.0789473684,2.1315789474,6.0526315789,4.0789473684,2.5526315789,7.6842105263,6.7368421053,6.2894736842,4.5526315789,2.6578947368,0.39473684211,3.2894736842,11.131578947,4.5
637566,72.375,59.125,2.1041666667,16.416666667,8.1666666667,0.0,3.0833333333,6.4583333333,3.8333333333,6.1875,3.5625,4.25,3.1041666667,8.0416666667,1.5,3.1875,2.2291666667,5.8541666667,9.9791666667,15.145833333,22.6875
637776,37.944444444,57.583333333,12.027777778,25.027777778,6.7777777778,0.0,0.77777777778,9.0277777778,3.4444444444,4.4166666667,7.2777777778,1.8888888889,7.6666666667,0.13888888889,0.0,0.55555555556,2.6111111111,4.4722222222,0.19444444444,7.6666666667,6.1111111111
778574,37.0408,43.25,1.8333,16.0833,5.4792,0.1042,1.0417,6.0625,2.3958,9.5208,3.3542,6.6042,8.0208,11.9792,6.2917,,6.7292,0.9583,4.1875,8.5625,
1550470,73.4898,36.0417,0.0417,6.9375,5.5625,0.2917,4.4167,7.0,3.5625,14.2708,4.6458,11.5833,2.6667,13.4167,10.9375,,2.875,1.8958,0.8333,2.0,
5273467,14.708333333,38.125,0.54166666667,6.9166666667,2.5833333333,0.83333333333,2.9166666667,0.45833333333,9.5,8.2083333333,5.7083333333,3.25,0.625,14.041666667,5.7916666667,1.4166666667,10.333333333,2.4583333333,0.0,5.375,6.25
5363233,58.3265,35.1136,0.0,5.0,0.3636,1.4318,1.7955,5.5227,9.8182,3.75,14.6591,9.0909,4.8409,9.2045,2.5909,,0.6136,9.7045,5.3409,1.6818,
5365049,62.934782609,65.891304348,2.7826086957,29.413043478,27.065217391,0.0,0.21739130435,2.8913043478,7.8913043478,6.2608695652,1.3913043478,0.76086956522,3.6739130435,1.5434782609,1.2173913043,0.0,5.6304347826,1.0434782609,29.804347826,13.630434783,7.3260869565
5367698,43.551,41.119,1.6429,3.4524,0.4286,2.5714,2.7143,5.3333,5.381,13.0476,6.7381,5.3333,5.1429,12.0714,7.881,,3.5952,2.1429,8.0238,6.5714,
