Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43,CID_44
Snitz 1,5288,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6501.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5289,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7731.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5290,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5291,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8129.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5292,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,8892.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5293,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,10821.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5294,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,11552.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5295,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,12178.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5296,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,17100.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5297,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,24915.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5298,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,61199.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5299,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,443158.0,5281515.0
Snitz 1,5300,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281168.0,5281515.0
Snitz 1,5301,264,307.0,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5302,264,323.0,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5303,264,326.0,460.0,798.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5304,264,326.0,460.0,999.0,1140.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5305,264,326.0,460.0,999.0,1183.0,2758.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5306,264,326.0,460.0,999.0,1183.0,2879.0,3314.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5307,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,5634.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5308,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6054.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5309,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6184.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5310,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,6654.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5311,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,6982.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5312,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,6989.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5313,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7059.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5314,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7119.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5315,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7363.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5316,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7410.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5317,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7600.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5318,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7632.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5319,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7710.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5320,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7714.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5321,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7749.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5322,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,7770.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5323,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,7888.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5324,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,7921.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5325,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,7991.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5326,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8030.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5327,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8103.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5328,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8118.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5329,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8130.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5330,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8148.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5331,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8635.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5332,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10430.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5333,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,14286.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5334,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,16666.0,17100.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5335,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,18827.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5336,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,19310.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5337,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,22201.0,24915.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5338,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,31252.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5339,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61016.0,61199.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5340,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,62336.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5341,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,62433.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5342,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,91497.0,443158.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5343,264,326.0,460.0,999.0,1183.0,2879.0,4133.0,6501.0,7731.0,7762.0,8129.0,8892.0,10821.0,11552.0,12178.0,17100.0,24915.0,61199.0,443158.0,5281168.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,5344,240,307.0,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5345,307,323.0,326.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5346,307,323.0,460.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5347,307,323.0,798.0,957.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5348,307,323.0,798.0,999.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5349,307,323.0,798.0,1140.0,1183.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5350,307,323.0,798.0,1140.0,2758.0,2879.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5351,307,323.0,798.0,1140.0,2758.0,3314.0,4133.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5352,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6501.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5353,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6544.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5354,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7519.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5355,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7583.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5356,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7685.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5357,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7731.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5358,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8129.0,8130.0,8148.0,8635.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5359,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,8892.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5360,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,8918.0,10430.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5361,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,10821.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5362,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,10890.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5363,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,11002.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5364,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,11552.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
Snitz 1,5365,307,323.0,798.0,1140.0,2758.0,3314.0,5634.0,6054.0,6184.0,6654.0,6982.0,6989.0,7059.0,7119.0,7363.0,7410.0,7600.0,7632.0,7710.0,7714.0,7749.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8130.0,8148.0,8635.0,10430.0,12178.0,14286.0,16666.0,18827.0,19310.0,22201.0,31252.0,61016.0,62336.0,62433.0,91497.0,5281515.0
